用户id,是否遇到网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,注明内容,网络信号差/没有信号,显示有信号上不了网,上网过程中网络时断时续或时快时慢,手机上网速度慢,其他，请注明.1,注明内容.1,看视频卡顿,打游戏延时大,打开网页或APP图片慢,下载速度慢,手机支付较慢,其他，请注明.2,,爱奇艺,优酷,腾讯视频,芒果TV,搜狐视频,抖音,快手,火山,咪咕视频,学习强国,其他，请注明.3,注明内容.2,全部都卡顿,和平精英,王者荣耀,穿越火线,梦幻西游,龙之谷,梦幻诛仙,欢乐斗地主,部落冲突,炉石传说,阴阳师,其他，请注明.4,注明内容.3,全部游戏都卡顿,微信,手机QQ,淘宝,京东,百度,今日头条,新浪微博,拼多多,学习强国.1,其他，请注明.5,注明内容.4,全部网页或APP都慢,脱网次数,上网质差次数,微信质差次数,是否投诉,性别,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否不限量套餐到达用户
321,1,-1,2,-1,4,-1,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2,0,6,否,男,4G,否,0.0,是,0.0,0.0,1938,0,华为,NOH-AN01,160.8,1938,164.09,1490,0.0,30487332,0,否,银卡,是
322,1,1,2,-1,-1,5,-1,7,-1,,1,-1,-1,4,-1,,-1,-1,-1,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,8,0,0,否,男,5G,否,0.0,是,0.0,0.0,1792,0,摩托罗拉,XT2071-4,320.35,1792,377.95,2505,0.0,3943166,0,是,白金卡,否
323,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,2,1,否,女,4G,否,0.0,是,0.0,0.0,0,0,步步高,V2148A,0.15,0,0.0,0,0.0,47521147,0,否,二星,否
324,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3,0,1,否,男,5G,否,0.0,是,0.0,0.0,308,0,中邮通信,FIO-BD00,130.0,308,130.0,270,0.0,22930652,0,是,银卡,否
325,1,-1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2,0,0,否,男,4G,否,0.0,是,0.0,0.0,133,0,步步高,V1818A,28.26,133,22.09,49,0.0225933051346648,2667029,60257,否,三星,否
326,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,1,0,否,男,4G,否,611.65,是,18.0,0.0,106,0,华为,VOG-AL10,67.0,106,79.0,74,0.0,14815743,0,否,三星,否
327,1,1,2,-1,4,-1,6,-1,-1,,-1,-1,3,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,4,5,-1,-1,-1,9,-1,,-1,11,0,0,否,性别不详,4G,否,0.0,是,0.0,0.0,764,0,华为,ELS-AN10,89.35,764,79.15,415,0.0,4337182,0,否,三星,否
328,1,-1,-1,-1,4,5,6,-1,-1,,-1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,54,0,0,否,女,5G,否,0.0,是,0.0,0.0,38,0,小米科技,M2102J2SC,83.2,38,83.0,49,0.0,6790340,0,是,银卡,是
329,1,-1,2,-1,-1,-1,-1,7,-1,,1,-1,-1,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4,0,0,否,女,4G,否,0.0,是,0.0,0.0,127,0,苹果,A2104,180.6,127,0.0,155,0.0,7400623,0,否,三星,否
330,1,-1,-1,-1,-1,5,-1,-1,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,15,0,0,否,男,5G,否,0.0,是,0.0,0.197916666666667,96,19,小米科技,M2102J2SC,8.0,96,8.0,82,0.306750616471065,28260856,8669035,是,二星,否
331,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,性别不详,5G,否,0.0,是,0.0,0.0,70,0,苹果,A2342,68.0,70,68.0,75,0.0,11539022,0,是,二星,是
332,1,1,-1,-1,-1,5,-1,-1,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,11,0,25,否,男,4G,否,0.0,是,0.0,0.0,13,0,欧珀,PCDM10,51.0,13,51.2,32,0.0,36607719,0,否,三星,否
333,1,-1,-1,-1,-1,5,6,7,-1,,1,-1,3,4,-1,,-1,2,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,0,0,0,否,男,4G,否,27.39,是,7.83,0.0,25,0,小米科技,M1912G7BE,59.23,25,35.69,26,0.00208121378560475,52768726,109823,否,二星,否
334,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,9,0,0,否,男,4G,否,0.0,是,0.0,0.033210332103321,271,9,欧珀,PACM00,129.35,271,136.86,227,0.187535757008374,3614676,677881,否,银卡,否
335,1,-1,-1,-1,4,5,-1,-1,98,路上,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,43,0,0,否,男,4G,否,0.0,是,0.0,0.0,63,0,小米科技,M1803E1A,59.0,63,55.0,35,0.0,17786486,0,否,三星,否
336,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,男,5G,否,0.0,是,0.0,0.0,90,0,华为,EBG-AN00,8.0,90,8.0,63,0.0,5860759,0,是,三星,否
337,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,10,0,0,否,性别不详,5G,否,0.0,是,0.0,0.0,171,0,苹果,A2412,98.9,171,99.9,264,0.0,19660784,0,是,三星,是
338,1,1,2,-1,-1,-1,6,-1,-1,,1,-1,3,4,-1,,1,-1,3,-1,5,-1,,1,2,3,4,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,71,0,步步高,V1938CT,59.0,71,49.0,68,0.0,14837938,0,是,三星,否
339,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,2,0,苹果,A2412,128.0,2,128.0,0,0.0,20300093,0,是,银卡,否
340,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2,0,0,否,女,4G,否,0.0,是,0.0,0.0,62,0,华为,ANA-AN00,24.0,62,24.0,33,0.0,6207575,0,否,三星,否
341,1,1,2,-1,-1,-1,6,-1,-1,,1,2,3,4,-1,,1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,6,7,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,180,0,华为,DVC-AN20,21.0,180,18.2,102,0.0,5398834,0,是,一星,否
342,1,1,2,-1,4,-1,-1,7,-1,,1,-1,3,4,-1,,-1,2,-1,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,209,0,苹果,A2100,69.1,209,49.0,86,0.0,2515382,0,是,三星,否
343,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,1,否,男,5G,否,0.0,是,0.0,0.0,356,0,华为,ANA-AN00,70.0,356,119.1,349,0.0,14884788,0,是,三星,否
344,1,1,-1,-1,-1,5,-1,7,-1,,-1,-1,3,4,-1,,1,-1,-1,4,-1,-1,,1,-1,3,-1,-1,-1,-1,-1,9,10,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,26,1,0,否,男,4G,否,0.0,是,0.0,0.0,357,0,华为,HMA-AL00,236.0,357,236.2,309,0.0,6107766,0,否,金卡,是
345,1,1,-1,-1,4,-1,-1,7,-1,,-1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,38,0,0,否,男,5G,否,0.0,是,0.0,0.0,38,0,苹果,A2639,80.0,38,90.0,141,1.03508758722965e-06,10627120,11,是,银卡,否
346,1,1,-1,-1,4,5,6,7,-1,,1,2,3,4,-1,,1,2,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,27,0,苹果,A2220,59.0,27,59.0,104,0.0,5732458,0,否,二星,否
347,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,7,1,0,否,男,5G,否,0.0,是,0.0,0.0,40,0,华为,TAS-AN00,68.0,40,68.0,143,0.0,1880228,0,是,三星,否
348,1,1,-1,-1,-1,5,-1,7,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,13,0,0,否,男,5G,否,0.0,是,0.0,0.0,270,0,小米科技,M2102J2SC,90.0,270,90.0,377,0.0,3741712,0,是,银卡,否
349,1,1,2,-1,-1,5,-1,7,-1,,1,-1,3,4,-1,,1,2,3,-1,-1,-1,,1,2,3,-1,-1,-1,7,-1,-1,-1,-1,,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,3,4,-1,-1,7,-1,-1,-1,,-1,3,6,2,否,女,5G,否,0.0,是,0.0,0.0,72,0,锤子,DT2002C,111.0,72,111.0,98,0.0,35614998,0,是,银卡,否
350,1,1,2,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,7,0,0,否,男,4G,是,0.0,是,0.0,0.0,768,0,苹果,iPhone 7 A1660,148.0,768,148.0,903,0.0,41644027,0,否,银卡,否
351,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,21,0,0,否,男,4G,否,0.0,是,0.0,0.0,392,0,华为,HMA-AL00,34.88,392,25.0,150,0.0,7455014,0,否,三星,否
352,1,-1,-1,-1,-1,5,-1,7,-1,,-1,2,3,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.00363636363636364,275,1,苹果,A2629,60.0,275,63.61,154,0.0584218284237703,10253017,599000,是,三星,否
353,1,-1,-1,3,-1,5,6,7,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,283,0,华为,OCE-AN10,21.0,283,21.0,90,0.0,39715816,0,是,三星,否
354,1,1,2,-1,4,-1,-1,-1,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,26,0,苹果,A2404,9.1,26,39.2,9,0.0,4364017,0,是,二星,否
355,1,1,-1,-1,-1,-1,6,-1,-1,,-1,2,-1,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,8,0,0,否,男,4G,否,0.0,是,0.0,0.0,41,0,华为,VCE-AL00,95.0,41,95.0,44,0.0,23274392,0,否,银卡,否
356,1,1,2,-1,-1,-1,-1,-1,98,办公室,-1,-1,-1,4,98,上网慢,1,-1,-1,-1,-1,98,图片慢,-1,-1,3,-1,5,-1,-1,-1,-1,-1,98,卡,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,22,3,0,否,男,5G,否,0.0,是,0.0,0.0,471,0,华为,TET-AN00,131.7,471,130.5,416,0.0,19706775,0,是,银卡,是
357,1,1,2,-1,-1,5,-1,7,-1,,1,2,3,4,-1,,1,2,3,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,4,5,-1,7,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,39,0,苹果,A2639,21.0,39,21.0,112,0.0,8506595,0,是,二星,否
358,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,61,0,小米科技,M1901F7BE,69.06,61,73.05,286,0.0,61595820,0,否,三星,是
359,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,17,3,2,否,男,4G,否,0.0,是,0.0,0.0,114,0,华为,HMA-AL00,129.0,114,128.0,61,0.0,57278509,0,否,银卡,是
360,1,1,-1,-1,4,-1,6,-1,-1,,-1,-1,3,4,-1,,1,2,3,4,-1,-1,,-1,2,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,-1,-1,-1,-1,-1,-1,-1,,-1,2,1,2,否,男,4G,否,0.0,是,0.0,0.0,238,0,苹果,A2104,110.0,238,110.0,242,0.0,35019489,0,否,三星,是
361,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,,1,-1,3,4,5,-1,,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,3,-1,5,-1,7,8,-1,-1,,-1,0,0,0,否,女,4G,否,27.68,是,5.8,0.0,65,0,华为,NAM-AL00,87.8,65,157.1,56,0.0,72913938,0,否,二星,否
362,1,1,2,-1,-1,5,6,7,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,23,9,3,否,男,4G,否,0.0,是,0.0,0.0,233,0,苹果,iPhone 8 Plus A1864,90.0,233,90.0,399,7.36867238150085e-06,22934932,169,否,三星,是
363,1,-1,-1,-1,-1,-1,-1,-1,98,道路,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,12,0,0,否,男,5G,否,0.0,是,0.0,0.0,186,0,苹果,A2404,28.0,186,28.0,253,0.0,6885172,0,是,三星,否
364,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,性别不详,4G,否,0.0,是,0.0,0.0,99,0,华为,GLK-AL00,31.0,99,25.0,46,0.000659145862778327,8530737,5623,否,三星,否
365,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,,1,-1,3,4,-1,-1,,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,14,0,0,否,男,4G,否,0.0,是,0.0,0.0,13,0,苹果,iPhone 6S PLUS A1699,81.0,13,81.3,40,0.0,1107155,0,否,三星,否
366,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,2192.53,是,51.0,0.0,6,0,欧珀,PEHM00,69.0,6,67.76,11,0.0,66624672,0,是,二星,否
367,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,16,1,0,否,女,5G,否,0.0,是,0.0,0.0,88,0,步步高,V2166A,34.0,88,29.0,252,0.0,2160300,0,是,三星,否
368,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,-1,4,-1,,1,-1,3,-1,5,-1,,1,-1,3,-1,-1,6,7,-1,9,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,4,5,-1,-1,8,-1,-1,,-1,8,0,1,否,女,4G,是,0.0,是,0.0,0.0,63,0,华为,NOH-AL10,40.0,63,40.0,56,0.0,29069174,0,否,三星,否
369,1,1,2,-1,-1,5,-1,-1,-1,,1,2,-1,4,-1,,-1,2,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,原神,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,,-1,2,1,7,否,女,4G,否,0.0,是,0.0,0.0,73,0,苹果,iPhone 8 Plus A1864,72.0,73,61.0,88,0.0,46688277,0,否,三星,否
370,1,1,2,3,4,-1,-1,-1,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,31.21,是,8.7,0.0,141,0,苹果,A2644,51.7,141,53.3,80,1.10574851434181e-06,23513484,26,是,三星,否
371,1,-1,2,-1,-1,-1,-1,-1,98,厕所,1,2,-1,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,0,0,0,否,性别不详,5G,否,0.0,是,0.0,0.0,570,0,苹果,A2644,183.2,570,177.0,517,0.0,17111616,0,是,银卡,否
372,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.155555555555556,90,14,苹果,iPhone X A1865,25.0,90,25.0,38,0.388734894710734,30267378,11765986,是,二星,否
373,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,39,0,步步高,V1809A,125.9,39,90.0,133,0.000586582880351522,79144826,46425,否,银卡,否
374,1,-1,-1,-1,4,-1,6,-1,-1,,-1,2,-1,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,记不清了,-1,2,0,0,否,男,4G,否,0.0,是,0.0,0.0,42,0,华为,ELE-AL00,18.0,42,18.0,21,0.0,2227541,0,否,三星,否
375,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3,0,0,否,男,4G,否,0.0,是,0.0,0.0,556,0,华为,CDY-AN20,58.0,556,58.0,216,0.0,12756956,0,否,三星,否
