用户,手机上网整体满意度,网络覆盖与信号强度,手机上网速度,手机上网稳定性,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,场景备注数据,网络信号差/没有信号,显示有信号上不了网,上网过程中网络时断时续或时快时慢,手机上网速度慢,其他，请注明.1,现象备注数据,看视频卡顿,打游戏延时大,打开网页或APP图片慢,下载速度慢,手机支付较慢,其他，请注明.2,APP大类备注,爱奇艺,优酷,腾讯视频,芒果TV,搜狐视频,抖音,快手,火山,咪咕视频,其他，请注明.3,APP小类视频备注,全部都卡顿,和平精英,王者荣耀,穿越火线,梦幻西游,龙之谷,梦幻诛仙,欢乐斗地主,部落冲突,炉石传说,阴阳师,其他，请注明.4,APP小类游戏备注,全部游戏都卡顿,微信,手机QQ,淘宝,京东,百度,今日头条,新浪微博,拼多多,其他，请注明.5,APP小类上网备注,全部网页或APP都慢,上网质差次数,脱网次数,重定向次数,2G驻留时长,微信质差次数,王者荣耀质差次数,高单价超套客户（集团）,高频高额超套客户（集团）,套外流量（MB）,套外流量费（元）,是否全月漫游用户,是否不限量套餐到达用户,年龄,性别,王者荣耀使用次数,游戏类APP使用天数,游戏类APP使用次数,王者荣耀使用天数,游戏类APP使用流量,抖音使用流量（MB）,今日头条使用流量,快手使用流量,优酷视频使用流量,腾讯视频使用流量,小视频系APP流量,阿里系APP流量,网易系APP流量,腾讯系APP流量,王者荣耀APP使用流量,蜻蜓FMAPP使用流量,饿了么使用流量,美团外卖使用流量,天猫使用流量,大众点评使用流量,滴滴出行使用流量,通信类应用流量,游戏类应用流量,网页类应用流量,音乐类应用流量,视频类应用流量,邮箱类应用流量,终端类型,操作系统,终端制式,终端品牌,终端品牌类型,是否5G网络客户,当月GPRS资源使用量（GB）,是否校园套餐用户,校园卡无校园合约用户,校园卡校园合约捆绑用户,当月高频通信分公司,畅享套餐档位,畅享套餐名称,主套餐档位,当月MOU,近3个月平均消费（剔除通信账户支付）,近3个月平均消费（元）,本年累计消费（元）,码号资源-激活时间,码号资源-发卡时间,客户星级标识
用户1157,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,54,女,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,2.0,0,10,0,0,0,0,0,0,1,0,0,7,0,2,0,0,0,手机,Android 10,5G终端,华为,DVC-AN20,是,2.6169,否,否,否,通州分公司,0,0,5,156,14.32,14.32,55.12,,,三星
用户1158,8,7,8,5,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,39,男,0.0,9.0,4363.0,0.0,58649.0,9887.42,231971.0,1535.0,29.0,208094.0,9889,1402,0,218,0,0,1,0,431,3,0,212,57,567,0,10409,0,手机,Android 9,4G终端,步步高,V1922A,否,16.9454,否,否,否,城区二分公司,0,0,25,191,45.0,45.0,180.0,,,三星
用户1159,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,53,女,0.0,0.0,0.0,0.0,0.0,92.88,1752.0,0.0,4.0,33884.0,93,48,0,34,0,0,0,0,27,0,0,76,0,11,0,127,0,手机,,5G终端,华为,NOH-AN01,是,31.1334,否,否,否,城区一分公司,0,0,128,824,94.14,94.14,319.71,,,银卡
用户1160,10,1,10,10,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,17.0,,否,否,0.0,0.0,否,否,27,男,668.0,3.0,4024.0,21.0,1082993.0,21811.98,76458.0,0.0,1031.0,29323.0,21812,442,0,553,411,0,0,0,277,6,11,865,1058,259,204,23821,0,手机,,5G终端,苹果,A2634,是,55.3283,否,否,否,大兴分公司,9,畅享套餐9档-语音9流量0,9,238,104.02,104.02,461.26,2012-06-24,2012-06-19,三星
用户1161,10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,6,7,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,3,4,-1,-1,-1,8,-1,,-1,,,,,,,否,否,0.0,0.0,是,否,63,男,,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,Android 8.1.0,4G终端,华为,JSN-AL00,否,1.5838,否,否,否,不详,8,畅享套餐8档-语音8流量0,8,15,26.0,26.0,104.0,,,三星
用户1162,10,10,10,10,1,2,-1,-1,-1,6,-1,-1,,1,2,3,4,-1,,1,-1,3,-1,5,-1,,1,2,3,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,3,4,5,6,7,8,-1,,-1,,,,,2.0,,否,否,0.0,0.0,否,否,46,男,0.0,6.0,627.0,0.0,101353.0,7532.39,38868.0,3246639.0,23.0,908476.0,10703,379,6,4096,0,0,0,0,20,10,69,1151,99,240,356,12580,0,手机,iOS 11.0,4G终端,苹果,iPhone X A1865,否,30.1724,否,否,否,大兴分公司,0,0,8,192,70.72,70.72,260.75,2015-09-19,2015-04-21,二星
用户1163,10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,57,男,0.0,0.0,0.0,0.0,0.0,5.92,27828.0,0.0,0.0,0.0,6,1,0,0,0,0,0,0,0,0,2,4,0,30,0,6,0,手机,Android,5G终端,小米科技,M2104K10AC,是,26.5449,否,否,否,大兴分公司,149,畅享套餐149档-语音69新流量80,149,97,158.93,158.93,635.8,2015-06-27,2015-04-03,三星
用户1164,7,6,6,6,1,-1,-1,4,5,-1,-1,-1,,1,2,-1,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,4,5,-1,-1,-1,-1,,-1,,,,,,,是,否,0.0,60.0,否,否,55,女,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,84.0,19114.0,0,97,0,19,0,0,14,0,48,4,0,10,0,20,0,19,0,手机,,5G终端,苹果,A2634,是,0.0215,否,否,否,不详,0,0,8,823,31.72,31.72,104.16,,,三星
用户1165,10,10,10,10,-1,-1,-1,-1,5,6,-1,-1,,1,2,3,4,-1,,-1,2,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,3,-1,5,6,-1,8,9,10,-1,,-1,1,2,3,4,5,6,7,8,-1,,-1,,,33.0,87264.0,,,否,否,0.0,0.0,否,否,28,男,246.0,3.0,764.0,3.0,270904.0,1988.58,26463.0,0.0,1441.0,3875.0,1989,70,0,237,232,0,0,0,5,0,0,211,265,303,1,2199,0,手机,,5G终端,苹果,A2634,是,4.6085,否,否,否,不详,0,0,5,18,11.37,11.37,48.11,2010-09-22,2010-09-07,三星
用户1166,9,9,9,9,-1,2,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,46,男,0.0,2.0,25.0,0.0,2590.0,908.92,20491.0,77077.0,6.0,49073.0,984,272,0,131,0,0,0,0,116,0,0,220,3,238,48,2079,1,手机,Android 10,5G终端,华为,JEF-AN00,是,119.0643,否,否,否,大兴分公司,0,0,198,1181,199.7,199.7,798.1,,,银卡
用户1167,3,3,3,3,-1,-1,-1,-1,-1,6,-1,-1,,1,2,3,4,-1,,1,2,3,4,-1,-1,,1,-1,-1,-1,-1,6,-1,-1,-1,-1,,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,3,4,-1,-1,-1,-1,-1,,-1,,16.0,89.0,149184.0,,,否,否,0.0,0.0,否,否,35,男,0.0,5.0,107.0,0.0,18.0,2644.65,32992.0,1173.0,55.0,7996.0,2646,34,54,57,0,0,0,0,18,0,0,298,0,801,332,2711,0,手机,iOS 12.0,4G终端,苹果,A2108,否,10.6772,否,否,否,昌平分公司,8,畅享套餐8档-语音8流量0,8,28,38.0,38.0,152.0,,,三星
用户1168,10,10,10,10,-1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,7.0,602.0,,,否,否,0.0,0.0,否,否,36,男,0.0,26.0,2898.0,0.0,171240.0,22927.53,238068.0,0.0,16761.0,1054473.0,22928,569,0,2568,0,0,0,0,166,1,23,1234,167,352,1493,26145,0,手机,iOS 12.0,4G终端,苹果,A2223,否,68.6389,否,否,否,密云分公司,169,畅享套餐169档-语音89新流量80,169,288,28.0,28.0,112.0,,,三星
用户1169,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,3,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,4,5,-1,-1,-1,-1,,-1,,,76.0,93027.0,,,否,否,0.0,0.0,否,否,43,男,0.0,28.0,91.0,0.0,127.0,0.0,5405.0,0.0,0.0,94788.0,0,301,0,170,0,0,0,0,203,2,0,266,0,78,53,103,0,手机,iOS 14.1,5G终端,苹果,A2412,否,4.3665,否,否,否,城区二分公司,58,畅享套餐58档-语音28流量30,58,70,58.03,58.03,232.7,,,三星
用户1170,9,9,9,8,-1,-1,-1,-1,5,-1,7,-1,,-1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,17.0,否,否,0.0,0.0,否,否,32,男,635.0,6.0,1002.0,16.0,215615.0,0.0,699.0,0.0,256.0,99903.0,0,421,0,193,31,0,7,0,348,8,0,1192,211,133,30,150,0,手机,Android 10,5G终端,华为,NOH-AN00,是,33.7806,否,否,否,城区一分公司,59,畅享套餐59档-语音9流量50,59,43,65.0,65.0,260.0,,,三星
用户1171,1,6,3,1,1,2,-1,-1,5,-1,7,-1,,1,2,3,4,-1,,-1,-1,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,-1,-1,-1,-1,-1,-1,,-1,,,31.0,2509.0,,,否,否,0.0,0.0,否,否,30,女,0.0,1.0,2.0,0.0,3.0,0.0,1523.0,0.0,1263.0,117559.0,0,442,0,116,0,0,3,0,376,5,122,400,0,114,1,117,0,手机,iOS 12.0,4G终端,苹果,A2108,否,4.8472,否,否,否,城区三分公司,0,0,19,771,70.77,70.77,283.0,2015-05-26,2015-05-21,三星
用户1172,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4.0,,,,,,否,否,0.0,0.0,否,否,45,男,0.0,8.0,5387.0,0.0,72347.0,0.0,94358.0,105697.0,167.0,98517.0,103,262,1,998,0,0,6,0,201,49,18,1587,71,2753,83,371,0,手机,iOS 14.0,5G终端,苹果,A2404,是,41.7103,否,否,否,城区二分公司,159,畅享套餐159档-语音59新流量100,159,107,55.0,55.0,220.0,,,三星
用户1173,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,70,女,0.0,1.0,4.0,0.0,1.0,0.0,10128.0,11958.0,46.0,451621.0,12,41,0,510,0,0,0,0,32,0,0,723,0,131,0,457,0,手机,Android 8.1.0,4G终端,小米科技,MEC7S,否,4.9051,否,否,否,城区三分公司,59,畅享套餐59档-语音9新流量50,59,35,24.32,24.32,153.95,,,三星
用户1174,10,10,10,10,-1,-1,-1,-1,5,-1,7,-1,,-1,2,-1,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,5,-1,7,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,是,57,男,0.0,1.0,6.0,0.0,1.0,0.02,7363.0,829.0,0.0,2933036.0,1,14,1,2866,0,0,0,0,11,1,0,464,0,106,49,2873,0,手机,iOS 12.0,4G终端,苹果,A2100,否,7.0113,否,否,否,通州分公司,0,0,80,98,72.15,72.15,272.46,,,三星
用户1175,10,10,10,10,1,-1,-1,4,-1,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,215.0,1268251.0,,,否,否,0.0,0.0,否,否,41,男,2.0,3.0,14.0,2.0,80.0,0.0,3431.0,9472.0,0.0,2.0,9,12,0,10,0,0,0,0,5,0,0,28,0,7,0,10,0,手机,,5G终端,小米科技,21091116C,是,7.0747,否,否,否,城区二分公司,0,0,5,156,44.53,44.53,180.38,,,三星
用户1176,8,8,8,8,1,-1,-1,4,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,2.0,,否,否,0.0,0.0,否,否,42,女,0.0,4.0,137.0,0.0,54530.0,620.75,45704.0,6776.0,127720.0,518911.0,627,1666,0,528,0,0,0,0,1368,0,0,264,53,239,135,1288,0,手机,iOS 14.0,5G终端,苹果,A2404,是,12.7277,否,否,否,房山分公司,59,畅享套餐59档-语音29流量30,59,235,70.19,70.19,270.17,,,三星
用户1177,1,10,1,1,1,-1,-1,4,-1,6,-1,98,小屋子里面都没有网,-1,2,3,4,-1,,-1,2,-1,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,6.0,0.0,,14.0,否,否,0.0,0.51,否,否,22,男,904.0,2.0,1261.0,14.0,579223.0,11542.53,1064356.0,0.0,937.0,8334.0,11543,87,21,192,158,0,0,0,63,0,0,536,566,1325,4123,22866,0,手机,iOS 12.0,4G终端,苹果,A2223,否,85.0,否,否,否,房山分公司,0,0,169,9,0.63,0.63,1.9,2021-12-31,2021-12-12,银卡
用户1178,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,是,否,103.33,30.0,否,否,53,女,0.0,5.0,372.0,0.0,47618.0,5666.48,286977.0,21043.0,0.0,94482.0,5687,574,2,125,0,0,0,0,438,1,62,344,47,352,1,7640,0,手机,,4G终端,苹果,iPhone 7Plus A1661,否,0.5592,否,否,否,城区三分公司,0,0,10,19,70.27,70.27,250.82,,,三星
用户1179,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,5.0,3097.0,,,否,否,37.33,9.86,否,否,59,女,0.0,15.0,804.0,0.0,271934.0,0.0,625586.0,653464.0,28.0,11119933.0,638,2959,4,11527,0,0,0,0,2324,4,0,2914,266,875,18,11706,0,手机,iOS 10.1,4G终端,苹果,iPhone 8 A1863,否,55.1632,否,否,否,城区一分公司,19,畅享套餐19档-语音19流量0,19,102,56.62,56.62,224.16,,,三星
用户1180,8,9,9,4,-1,2,-1,-1,-1,6,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,24.0,54458.0,,,否,否,0.0,0.0,否,否,38,男,0.0,3.0,23.0,0.0,17.0,62.51,12885.0,0.0,278.0,49620.0,63,325,1,231,0,0,0,0,239,4,10,1132,0,257,492,127,1,手机,Android 9,4G终端,华为,SEA-AL10,是,20.5618,否,否,否,大兴分公司,0,0,128,824,121.13,121.13,488.8,2009-05-03,2009-04-30,银卡
用户1181,10,10,10,10,1,-1,-1,-1,5,-1,7,-1,,-1,2,-1,4,-1,,1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,7,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,是,是,45,男,,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,,5G终端,华为,ANY-AN00,是,20.0,否,否,否,不详,0,0,80,62,66.0,66.0,264.0,,,三星
用户1182,10,8,8,10,-1,-1,-1,-1,-1,-1,-1,98,1,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1.0,,23.0,193.0,,,否,否,0.0,0.0,否,否,52,女,0.0,2.0,8.0,0.0,7.0,0.0,176.0,178224.0,0.0,731.0,174,0,0,274,0,0,0,0,0,0,0,20,0,15,99,184,0,手机,Android 7.0,4G终端,三星,SM-G9550,否,0.4686,否,否,否,城区二分公司,0,0,5,54,45.84,45.84,183.44,,,三星
用户1183,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,62,男,0.0,0.0,0.0,0.0,0.0,0.0,129.0,46193.0,0.0,9579.0,45,0,0,54,0,0,0,0,0,0,0,17,0,3,0,55,0,手机,Android 10,5G终端,华为,TEL-AN00,是,10.9234,否,否,否,城区二分公司,0,0,128,33,90.0,90.0,360.0,,,银卡
用户1184,4,5,5,6,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,10.0,17.0,0.0,,,否,否,0.0,0.0,否,否,55,女,0.0,0.0,0.0,0.0,0.0,4.82,5539.0,204287.0,17.0,36076.0,204,19,0,235,0,0,0,0,12,1,2,93,0,115,0,406,0,手机,Android 8.0.0,4G终端,华为,BKL-AL20,否,8.8596,否,否,否,怀柔分公司,0,0,8,311,42.33,42.33,167.0,,,三星
用户1185,9,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,69,男,0.0,1.0,27.0,0.0,17553.0,0.0,913.0,775.0,21.0,1064789.0,1,19,0,1041,0,0,0,0,0,1,0,171,17,11,12,1043,0,手机,iOS 14.1,5G终端,苹果,A2412,是,7.4768,否,否,否,大兴分公司,0,0,18,226,46.97,46.97,174.91,,,三星
用户1186,9,8,8,8,1,2,-1,-1,5,-1,-1,-1,,1,2,3,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,3,-1,-1,6,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,4,5,-1,-1,-1,-1,,-1,2.0,,,,,,否,否,0.0,0.0,否,否,46,女,0.0,5.0,141.0,0.0,44396.0,10886.16,548056.0,0.0,705.0,394995.0,10886,690,0,554,0,0,0,0,229,22,0,794,43,3407,114,14833,0,手机,Android 10,5G终端,欧珀,PERM00,否,36.9817,否,否,否,城区二分公司,19,畅享套餐19档-语音19流量0,19,70,52.03,52.03,197.1,2012-12-17,2012-12-17,三星
用户1187,8,8,7,8,-1,-1,3,-1,5,6,7,-1,,1,2,3,4,-1,,-1,-1,-1,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,是,否,24,性别不详,,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,,5G终端,小米科技,M2102K1AC,是,43.124,否,否,否,不详,0,0,18,25,65.0,65.0,260.0,2016-07-30,2016-07-07,二星
用户1188,10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,是,否,839.55,80.0,否,否,65,女,0.0,1.0,6.0,0.0,1.0,0.0,0.0,41403.0,38.0,14796.0,40,2,0,55,0,0,0,0,2,0,0,8,0,0,0,55,0,手机,,5G终端,华为,NTH-AN00,是,11.6124,否,否,否,城区三分公司,0,0,10,148,41.67,41.67,140.0,,,三星
用户1189,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,21.0,156009.0,,,否,否,0.0,0.0,否,否,39,男,0.0,1.0,2.0,0.0,0.0,1634.85,44377.0,0.0,0.0,35087.0,1635,41,0,37,0,0,0,0,30,1,0,118,0,140,0,2008,0,手机,,5G终端,步步高,V2055A,是,10.6848,否,否,否,城区二分公司,0,0,8,95,25.09,25.09,100.26,,,三星
用户1190,9,6,9,9,1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,,1,-1,3,-1,-1,-1,,1,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,,-1,3.0,8.0,495.0,3793526.0,,,否,否,0.0,0.0,否,否,52,男,0.0,2.0,27.0,0.0,722.0,0.24,25917.0,26450.0,41446.0,6491.0,26,280,0,32,0,793,0,0,184,1,0,85,1,816,793,127,0,手机,,5G终端,欧珀,PFCM00,是,17.0033,否,否,否,城区一分公司,89,畅享套餐89档-语音29新流量60,89,26,65.67,65.67,257.0,,,三星
用户1191,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,40,女,0.0,3.0,16.0,0.0,13.0,29646.51,8898248.0,1525130.0,52407.0,633427.0,31136,201,0,2195,0,0,0,0,87,2,0,882,0,12153,283,68749,0,手机,Android 9,4G终端,欧珀,PCAM00,否,122.7568,否,否,否,城区一分公司,0,0,298,793,228.42,228.42,938.26,,,金卡
用户1192,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,66,女,0.0,0.0,0.0,0.0,0.0,0.0,3574.0,17.0,39.0,16158.0,0,69,0,17,0,0,0,0,45,0,0,61,0,44,0,19,0,手机,,4G终端,苹果,iPhone 8 A1906,否,0.264,否,否,否,城区三分公司,0,0,0,46,17.0,17.0,68.0,,,三星
