用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,用户描述,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,用户描述.1,脱网次数,mos质差次数,未接通掉话次数,重定向次数,重定向驻留时长,家宽投诉,资费投诉,4\5G用户,语音方式,是否关怀用户,是否去过营业厅,ARPU（家庭宽带）,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,是否实名登记用户,客户星级标识,当月欠费金额,前第3个月欠费金额
1357,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,,,0,0,4G,VOLTE,,,48.0,0.0,是,0.0,0.0,628,0,步步高,V2046A,108.87,628,48.0,413,0.0,264736,0,否,是,三星,0.0,0.0
1358,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,60,4,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,246,0,华为,ELE-TL00,130.0,246,0.0,559,0.0,5086868,0,否,否,银卡,0.0,0.0
1359,8,8,7,8,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,0,0,8,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,1082,0,华为,JER-AN10,141.0,1082,0.0,1004,0.0,4525077,0,是,否,银卡,90.91,0.0
1360,10,8,9,8,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,6,-1,,40,1,2,,,0,0,4G,VOLTE,,,0.0,7.5,是,1.16,0.0,142,0,苹果,iPhone X A1865,12.16,142,0.0,80,0.0,5719637,0,否,否,三星,0.0,0.0
1361,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,70,0,华为,JER-AN20,58.0,70,0.0,236,0.0,673130,0,是,否,三星,0.0,0.0
1362,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,158.0,4992.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,169,0,华为,TAS-AN00,184.0,169,0.0,91,0.0,49423655,0,是,否,银卡,0.0,0.0
1363,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,9,6,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,1463,0,苹果,A2220,198.0,1463,0.0,1811,0.0,10295185,0,否,否,银卡,0.0,0.0
1364,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,3,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,148,0,苹果,A2342,88.0,148,0.0,109,0.0,8195447,0,是,否,三星,0.0,0.0
1365,10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,-1,4,-1,6,-1,,0,1,0,,,0,0,5G,EPSFB,,,0.0,293.3,是,20.0,0.0,137,0,欧珀,PEYM00,333.0,137,0.0,46,0.0,209804910,0,是,是,二星,0.0,0.0
1366,6,6,6,6,1,1,-1,-1,4,5,-1,-1,-1,,1,2,3,4,-1,6,-1,,0,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,36,0,欧珀,PGCM10,5.36,36,0.0,74,0.0,13562,0,否,否,二星,0.0,0.0
1367,10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,0,3,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,134,0,苹果,iPhone 7 A1660,59.3,134,0.0,227,0.0,184605,0,否,否,三星,0.0,0.0
1368,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,59,2,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,235,0,华为,TAS-AL00,170.0,235,0.0,196,0.0,24645194,0,否,否,银卡,0.0,0.0
1369,9,9,9,9,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,59,10,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,361,0,华为,TAS-AL00,50.99,361,0.0,173,0.0,6781522,0,否,否,三星,0.0,0.0
1370,8,7,7,7,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,3,0,360.0,7321.0,0,0,5G,VONR,,是,0.0,0.0,是,0.0,0.0,274,0,华为,OCE-AN10,29.5,274,0.0,119,0.0,7477029,0,是,否,三星,0.0,0.0
1371,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,224,0,苹果,A2223,69.9,224,0.0,421,0.0,1993211,0,否,否,三星,0.0,0.0
1372,9,10,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,6,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,131,0,华为,SEA-AL10,15.0,131,0.0,117,0.0,5882795,0,否,否,三星,0.0,0.0
1373,9,9,9,9,1,-1,-1,-1,-1,5,-1,7,-1,,-1,-1,-1,4,-1,-1,-1,,0,1,0,,,0,0,4G,VOLTE,,,0.0,37.4,是,10.0,0.0,601,0,苹果,A2408,74.0,601,0.0,414,0.0,5547037,0,否,否,三星,0.0,0.0
1374,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,2,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,101,0,华为,SPN-AL00,18.0,101,0.0,54,0.0,841380,0,否,否,三星,0.0,0.0
1375,10,10,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,10.0,0.0,211,0,华为,TAS-AN00,69.0,211,0.0,389,0.0,17623755,0,是,否,三星,0.0,0.0
1376,5,8,8,5,1,1,-1,-1,-1,5,-1,-1,-1,,1,2,-1,-1,-1,6,-1,,58,0,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,1086,0,华为,LYA-AL00,95.0,1086,0.0,69,0.0,15402621,0,否,否,三星,0.0,0.0
1377,8,8,8,7,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,3,-1,-1,6,-1,,0,3,0,1164.0,25601.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,67,0,苹果,A2412,80.0,67,0.0,61,0.0,10832347,0,是,否,银卡,0.0,0.0
1378,10,8,10,7,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,58,17,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,279,0,华为,HRY-AL00a,87.0,279,0.0,297,0.0,19216034,0,否,否,银卡,0.0,0.0
1379,10,9,10,9,1,1,-1,-1,4,5,-1,7,-1,,-1,2,-1,4,5,6,-1,,0,2,0,,,1,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,299,0,步步高,V2031A,68.0,299,0.0,211,0.0,3091743,0,是,否,三星,0.0,0.0
1380,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,3,4,-1,6,-1,,0,14,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,488,0,苹果,A2644,91.1,488,0.0,526,0.0,3767745,0,是,否,银卡,0.0,0.0
1381,10,10,10,10,1,1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,4,-1,6,-1,,0,0,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,135,0,欧珀,OPPO R11,139.2,135,0.0,134,0.0,25159184,0,否,否,银卡,0.0,0.0
1382,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,57,3,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,226,0,苹果,iPhone 7Plus A1661,98.0,226,0.0,145,0.0,9583680,0,否,否,三星,0.0,0.0
1383,10,10,10,10,1,-1,-1,-1,4,-1,-1,7,-1,,1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,150,0,苹果,iPhone X A1865,30.0,150,0.0,118,0.0,12903608,0,否,否,二星,0.0,0.0
1384,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,378,0,华为,ELS-AN00,104.58,378,0.0,424,0.0,4740015,0,是,否,三星,0.0,0.0
1385,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,119,0,华为,NOH-AN00,70.0,119,0.0,148,0.0,1443720,0,是,否,三星,0.0,0.0
1386,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,82.0,1742.0,0,0,5G,EPSFB,,,0.0,0.0,是,10.0,0.0,128,0,欧珀,PEHM00,80.0,128,0.0,202,0.0,63841234,0,是,是,二星,0.0,0.0
1387,9,9,9,8,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,6,-1,,0,5,0,,,1,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,141,0,小米科技,MDE2,70.0,141,0.0,145,0.0,6907783,0,否,否,银卡,0.0,0.0
1388,9,8,9,9,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,6,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,175,0,苹果,A2223,69.1,175,0.0,206,0.0,11192331,0,否,否,三星,0.0,0.0
1389,10,10,10,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,56,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,167,0,小米科技,MDE40,20.0,167,0.0,118,0.0,802083,0,否,否,二星,0.0,0.0
1390,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,210.0,5245.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,468,0,华为,ELS-AN10,198.0,468,0.0,709,0.0,53913727,0,是,否,金卡,0.0,0.0
1391,9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,55,0,0,78.0,1456.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,77,0,华为,ELS-AN00,60.0,77,0.0,159,0.0,9670196,0,是,否,三星,0.0,0.0
1392,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,235,0,苹果,iPhone 7Plus A1661,187.0,235,0.0,149,0.0,8280926,0,否,否,金卡,0.0,0.0
1393,10,8,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,2,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,414,0,欧珀,PEGM00,24.2,414,0.0,380,0.0,5320708,0,是,否,三星,0.0,0.0
1394,9,9,9,9,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,2,-1,4,-1,-1,-1,,55,13,2,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,714,0,小米科技,M1901F7E,71.1,714,0.0,342,0.0,28142131,0,否,否,三星,0.0,0.0
1395,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,54,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,466,0,步步高,V2001A,11.0,466,0.0,196,0.0,1071902,0,否,否,一星,0.0,0.0
1396,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,40,0,华为,ELS-AN10,129.0,40,0.0,75,0.0,17243769,0,是,否,银卡,0.0,0.0
1397,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,247.0,7162.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,118,0,苹果,A2634,69.0,118,0.0,64,0.0,36503331,0,是,是,未评级,0.0,0.0
1398,6,6,8,8,1,1,2,-1,-1,-1,-1,7,-1,,1,2,-1,-1,-1,-1,-1,,0,3,0,120.0,4080.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,498,0,苹果,A2634,100.99,498,0.0,237,0.0,7349826,0,是,否,三星,0.0,0.0
1399,10,9,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,82,0,华为,ANA-AN00,29.0,82,0.0,44,0.0,49848,0,否,否,三星,20.61,0.0
1400,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,9,6,554.0,24410.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,3271,0,华为,TET-AN00,448.25,3271,0.0,3763,0.0,10815769,0,是,否,白金卡,0.0,0.0
1401,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,17.0,272.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,393,0,华为,MGI-AN00,57.2,393,0.0,446,0.0,12745337,0,是,否,三星,0.0,0.0
1402,7,7,8,9,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,2,-1,4,-1,6,-1,,0,10,2,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,1211,0,苹果,A2100,159.0,1211,0.0,675,0.0,6997853,0,否,是,银卡,0.0,0.0
1403,10,7,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,3,-1,-1,-1,-1,,54,3,1,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,731,0,苹果,A2412,18.0,731,0.0,792,0.0,13244008,0,是,否,三星,0.0,11.32
1404,2,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,151,0,欧珀,PADM00,38.0,151,0.0,276,0.0,6,0,否,是,三星,0.0,0.0
1405,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,5,2,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,183,0,苹果,iPhone 8 Plus A1864,135.0,183,0.0,315,0.0,7294119,0,否,否,银卡,0.0,0.0
1406,7,7,6,6,1,1,-1,-1,-1,5,-1,-1,-1,,1,2,-1,4,-1,6,-1,,0,6,0,210.0,3780.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,420,0,苹果,A2634,34.05,420,0.0,473,0.0,9286665,0,是,否,三星,0.0,0.0
1407,9,9,10,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,6,365.0,9650.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,171,0,华为,TAS-AN00,170.39,171,0.0,170,0.0,22645587,0,是,否,银卡,0.0,0.0
1408,9,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,1,1330.0,51382.0,0,0,5G,EPSFB,,,0.0,0.0,是,30.0,0.0,240,0,苹果,A2408,64.0,240,0.0,250,0.0,21041835,0,是,是,三星,0.0,0.0
1409,10,6,7,8,1,1,2,-1,-1,5,6,7,-1,,1,2,3,4,-1,6,-1,,53,8,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,468,0,小米科技,MDE5S,145.0,468,0.0,490,0.0,16973592,0,否,否,银卡,116.12,0.0
1410,8,8,8,8,1,1,-1,3,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,74,0,苹果,iPhone 8 A1863,50.0,74,0.0,50,0.0,33528533,0,否,否,三星,0.0,0.0
1411,10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,98,医院,1,-1,3,-1,-1,6,-1,,0,6,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,716,0,华为,STK-AL00,78.39,716,0.0,64,0.0,3548258,0,否,否,三星,0.0,0.0
1412,10,9,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,287,0,0,0,75.0,287,0.0,142,0.0,8059013,0,是,否,二星,33.62,8.62
1413,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,308,0,苹果,A2100,115.99,308,0.0,326,0.0,8880318,0,否,否,三星,0.0,0.0
1414,10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,98,不记得,-1,-1,-1,-1,-1,6,-1,,0,4,4,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,587,0,小米科技,M2102K1AC,75.46,587,0.0,643,0.0,15737010,0,是,否,三星,0.0,0.0
1415,6,5,5,5,1,1,2,-1,4,-1,6,-1,-1,,1,2,3,4,5,6,-1,,11,13,3,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,111,0,小米科技,2015561,51.1,111,0.0,176,0.0,2226677,0,否,是,一星,0.0,0.0
1416,1,5,2,1,1,1,-1,-1,-1,5,6,7,-1,,-1,2,-1,4,-1,6,-1,,10,13,2,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,212,0,其他,0,44.0,212,0.0,190,0.0,17407816,0,否,否,三星,0.0,0.0
1417,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,52,4,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,112,0,小米科技,M1808D2TE,21.78,112,0.0,184,0.0,15261254,0,否,是,三星,0.0,0.0
1418,9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,312,0,华为,ANA-AN00,84.19,312,0.0,110,0.0,12375511,0,否,否,三星,0.0,0.0
1419,8,4,5,5,1,1,2,-1,-1,5,-1,-1,98,信号不好，在家或是单位信号就2格，有时候会是3格，网络特别不好，希望能提升，家里的宽带也慢，孩子上网课很卡。,1,2,-1,-1,-1,-1,-1,,17,0,2,917.0,34118.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,402,0,苹果,A2408,58.12,402,0.0,383,0.0,11076020,0,是,否,三星,0.0,0.0
1420,10,8,9,9,1,-1,-1,-1,-1,5,6,-1,-1,,-1,2,3,4,-1,6,-1,,0,1,2,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,1683,0,华为,TAS-AN00,230.0,1683,0.0,887,0.0,30811824,0,否,否,银卡,190.76,198.97
1421,9,8,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,0,0,2,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,136,0,欧珀,PBAM00,57.8,136,0.0,19,0.0,40714717,0,否,否,三星,0.0,0.0
1422,9,8,9,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,52,3,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,138,0,苹果,A2223,35.0,138,0.0,294,0.0,11402843,0,否,否,三星,0.0,0.0
1423,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,304,0,苹果,A2220,13.96,304,0.0,407,0.0,2782209,0,否,否,三星,0.0,0.0
1424,8,7,7,6,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,2,3,-1,-1,-1,-1,,6,6,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,305,0,苹果,iPhone XS (A2098),95.0,305,0.0,360,0.0,15032928,0,否,否,三星,0.0,0.0
1425,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,329.0,7504.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,288,0,苹果,A2404,22.95,288,0.0,218,0.0,9480002,0,是,否,二星,0.0,0.0
1426,8,8,8,5,1,1,2,-1,-1,5,6,-1,-1,,1,2,3,4,5,6,-1,,0,1,0,,,0,0,4G,VOLTE,,,0.0,13.97,是,4.06,0.0,393,0,苹果,iPhone 8 Plus A1864,43.06,393,0.0,157,0.0,23560739,0,否,否,三星,0.0,0.0
1427,10,10,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,2G,GSM,,,0.0,0.0,否,0.0,0.0,98,0,华为,WLZ-AN00,8.0,98,0.0,444,0.0,0,0,否,否,三星,0.0,0.0
1428,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,3,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,183,0,苹果,A1903,20.76,183,0.0,306,0.0,47969262,0,否,否,三星,0.0,0.0
1429,6,5,6,6,1,1,2,3,4,5,6,7,98,电梯,1,2,3,4,5,6,-1,,1,3,1,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,215,0,苹果,iPhone X A1865,90.0,215,0.0,193,0.0,17246461,0,否,否,三星,0.0,0.0
1430,10,10,10,10,1,-1,-1,-1,-1,5,6,7,-1,,1,2,3,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,70,0,欧珀,PDBM00,39.0,70,0.0,109,0.0,19973727,0,否,否,三星,0.0,0.0
1431,10,8,10,9,1,1,-1,-1,-1,5,-1,7,-1,,1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,469,0,苹果,A2111,25.0,469,0.0,446,0.0,2573417,0,否,否,三星,0.0,0.0
1432,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,107.0,2556.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,222,0,华为,OCE-AN50,63.0,222,0.0,186,0.0,21641455,0,是,否,三星,0.0,0.0
1433,8,9,8,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,11,2,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,273,0,华为,RTE-AL00,28.0,273,0.0,845,0.0,1462519,0,否,否,三星,0.0,0.0
1434,10,8,10,8,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,6,-1,,12,8,2,,,2,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,393,0,华为,BLN-TL10,60.0,393,0.0,392,0.0,2022694,0,否,否,二星,0.0,0.0
1435,6,6,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,3,4,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,164,0,小米科技,M2004J7BC,40.0,164,0.0,151,0.0,9911553,0,否,否,三星,0.0,0.0
1436,6,8,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,13,0,,,0,0,4G,VOLTE,是,,0.0,0.0,是,0.0,0.0,176,0,华为,RNE-AL00,59.0,176,0.0,367,0.0,1513524,0,否,否,银卡,0.0,0.0
1437,10,10,10,10,1,-1,-1,-1,-1,5,-1,7,-1,,1,-1,-1,-1,-1,-1,-1,,0,2,2,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,435,0,华为,LIO-AN00,140.0,435,0.0,564,0.0,22888563,0,是,否,银卡,0.0,0.0
1438,10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,0,3,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,66,0,华为,FRL-AN00a,41.23,66,0.0,124,0.0,193758,0,否,否,三星,0.0,0.0
1439,4,2,4,4,1,1,2,-1,4,5,-1,-1,-1,,1,2,3,4,-1,-1,-1,,0,13,3,980.0,31306.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,356,0,苹果,A2412,60.0,356,0.0,316,0.0,32220166,0,是,否,三星,0.0,0.0
1440,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,925.0,23788.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,548,0,苹果,A2404,131.5,548,0.0,169,0.0,21441240,0,是,否,银卡,0.0,0.0
1441,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,52,4,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,26,0,小米科技,HMNote8M1908C3JE,69.0,26,0.0,43,0.0,16732196,0,否,是,三星,0.0,0.0
1442,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,117,0,小米科技,M2011K2C,33.3,117,0.0,163,0.0,14831888,0,是,否,三星,0.0,0.0
1443,7,7,8,7,1,1,-1,-1,-1,5,-1,-1,-1,,-1,2,3,-1,-1,6,-1,,0,0,2,362.0,17304.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,506,0,欧珀,PFJM10,56.1,506,0.0,625,0.0,18531529,0,是,否,三星,0.0,0.0
1444,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,225,0,华为,LIO-AN00,128.0,225,0.0,81,0.0,2502746,0,是,否,银卡,0.0,0.0
