用户id,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,用户描述,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,用户描述.1,脱网次数,mos质差次数,未接通掉话次数,是否投诉,性别,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否不限量套餐到达用户
507,1,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,12,0,0,否,男,5G,否,0.0,是,0.0,0.0,157,0,华为,TAS-AN00,89.0,157,89.0,74,0.0,5694501,0,是,三星,否
508,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,31,25,3,否,女,4G,否,0.0,是,0.0,0.0,1414,0,华为,TAS-AL00,74.0,1414,74.0,688,0.0,21963559,0,否,三星,是
509,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,6,-1,,4,8,0,否,男,4G,否,0.0,是,0.0,0.0,199,0,步步高,V1801A0,129.0,199,239.8,214,0.0,26670764,0,否,银卡,否
510,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,2,37,0,否,女,4G,否,0.0,是,0.0,0.0,685,0,小米科技,M2012K11C,12.04,685,8.0,95,0.0,225542,0,否,三星,否
511,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,37,12,1,否,男,4G,是,0.0,是,0.0,0.0,305,0,步步高,V1921A,111.0,305,111.0,257,0.0,36673830,0,否,银卡,否
512,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,14,1,否,女,4G,否,0.0,是,0.0,0.0,669,0,小米科技,M1912G7BE,38.98,669,47.07,652,0.0,1941891,0,否,三星,否
513,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,12,2,否,男,4G,否,0.0,是,0.0,0.0,416,0,苹果,A2108,75.0,416,75.0,345,0.0,15978477,0,否,三星,是
514,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,6,4,4,否,男,5G,否,0.0,是,0.0,0.0,843,0,华为,TAS-AN00,148.0,843,148.29,697,0.0,8235624,0,是,银卡,否
515,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,16,29,1,否,女,5G,否,0.0,是,0.0,0.0,296,0,苹果,A2644,58.0,296,58.0,142,0.0,15081644,0,是,三星,是
516,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,19,0,否,男,4G,否,0.0,是,0.0,0.0,253,0,华为,HMA-AL00,10.0,253,10.0,157,0.0,2011621,0,否,三星,否
517,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,7,13,0,否,女,4G,是,0.0,是,0.0,0.0,165,0,步步高,vivo X9L,70.0,165,70.0,13,0.0,14572620,0,否,三星,否
518,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,29,0,否,女,4G,否,0.0,是,0.0,0.0,464,0,苹果,A2404,69.0,464,63.0,95,0.0,3426351,0,否,白金卡,是
519,1,1,-1,-1,-1,5,-1,7,-1,,1,2,3,4,-1,6,-1,,18,28,6,否,女,4G,否,0.0,是,0.0,0.0,618,0,苹果,A2223,75.0,618,75.0,514,0.0,7284801,0,否,三星,否
520,1,-1,-1,-1,4,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,18,9,0,否,女,4G,否,0.0,是,0.0,0.0,160,0,苹果,A2217,50.0,160,49.0,167,0.0,9458448,0,否,三星,否
521,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,3,14,否,女,5G,否,0.0,是,0.0,0.0,405,0,华为,ELS-AN00,78.0,405,78.0,335,2.35279170499756e-05,19126215,450,是,三星,是
522,1,-1,2,-1,-1,5,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,8,42,5,否,女,4G,否,0.0,是,0.0,0.0,3010,0,苹果,A2223,58.0,3010,65.0,773,0.0,19095353,0,否,三星,是
523,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,-1,-1,,1,7,1,否,男,5G,否,0.0,是,0.0,0.0,410,0,小米科技,M2001J11C,15.0,410,15.0,323,0.0,3077220,0,是,三星,否
524,1,-1,-1,-1,-1,5,-1,7,-1,,-1,-1,-1,4,-1,6,-1,,4,18,1,否,男,4G,否,0.0,是,0.0,0.0,215,0,欧珀,PBBM00,58.0,215,58.0,141,0.0,34443482,0,否,三星,是
525,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,6,34,4,否,男,5G,否,0.0,是,0.0,0.0,1680,0,华为,NOH-AN00,240.0,1680,240.0,839,0.0,30892565,0,是,白金卡,否
526,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,31,20,0,否,男,4G,否,2.0,是,1.0,0.0,221,0,华为,COL-AL10,52.0,221,59.0,293,0.0,11896721,0,否,银卡,否
527,1,1,-1,-1,-1,5,-1,7,-1,,-1,2,-1,4,-1,-1,-1,,2,25,2,否,性别不详,4G,否,0.0,是,0.0,0.0,280,0,小米科技,M1912G7BE,18.0,280,18.0,175,0.0,999000,0,否,三星,否
528,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,41,19,0,否,男,4G,否,0.0,是,0.0,0.0,237,0,华为,TAS-AL00,181.9,237,178.6,202,0.0,27790064,0,否,银卡,否
529,1,-1,-1,-1,-1,5,6,-1,98,北京郊区的山上,1,2,3,-1,-1,-1,-1,,16,12,0,否,女,4G,否,0.0,是,0.0,0.0,212,0,苹果,A2223,87.0,212,87.0,123,0.0,11547305,0,否,三星,是
530,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,7,1,6,否,男,5G,否,0.0,是,0.0,0.0,444,0,华为,DVC-AN20,124.95,444,120.0,336,0.0,7011598,0,是,银卡,否
531,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,16,40,4,否,男,4G,否,274.3,是,60.0,0.0,1471,0,苹果,iPhone X A1865,213.0,1471,183.0,865,0.0,15901054,0,否,银卡,否
532,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,35,15,0,否,女,4G,否,0.0,是,0.0,0.0,240,0,华为,ALP-AL00,168.3,240,168.8,199,0.0,4270694,0,否,银卡,否
533,1,1,-1,-1,-1,-1,-1,-1,98,平房,1,2,3,4,5,6,-1,,2,0,0,否,男,5G,否,0.0,是,0.0,0.0,226,0,小米科技,M2007J22C,73.77,226,48.1,102,0.0,42969511,0,是,二星,否
534,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,35,2,0,否,男,5G,否,0.0,是,0.0,0.0,196,0,步步高,V1930A,59.0,196,59.0,74,0.0,14330498,0,是,三星,否
535,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,28,2,否,男,4G,否,0.0,是,0.0,0.0,382,0,苹果,iPhone X A1865,115.0,382,115.0,223,0.0,8478188,0,否,银卡,否
536,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,5,1,否,男,5G,否,0.0,是,0.0,0.0,135,0,苹果,A2634,25.6,135,25.0,31,0.0,2538159,0,是,三星,否
537,1,-1,-1,-1,-1,5,-1,7,-1,,-1,-1,-1,4,-1,-1,-1,,2,3,0,否,男,5G,否,0.0,是,0.0,0.0,116,0,华为,LIO-AN00,38.0,116,38.45,125,0.0,9064210,0,是,三星,否
538,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,16,13,1,否,女,4G,否,0.0,是,0.0,0.0,681,0,苹果,A2223,108.1,681,108.0,185,0.0,39636293,0,否,三星,否
539,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,-1,4,-1,-1,-1,,3,19,2,否,男,5G,否,0.0,是,0.0,0.0,250,0,苹果,A2639,36.83,250,27.13,132,0.0,9126062,0,是,三星,否
540,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,12,17,0,否,性别不详,4G,否,0.0,是,0.0,0.0,346,0,苹果,A2100,110.0,346,110.0,312,0.0,6891091,0,否,银卡,否
541,1,-1,-1,-1,-1,5,6,7,-1,,-1,2,-1,-1,-1,-1,-1,,0,0,0,否,男,2G,否,0.0,否,0.0,0.0,531,0,欧珀,PEAM00,8.0,531,41.0,775,0.0,0,0,否,三星,否
542,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,83,5,0,否,男,4G,否,0.0,是,0.0,0.0,270,0,苹果,iPhone 6S PLUS A1699,130.0,270,130.0,447,0.0,16030263,0,否,银卡,否
543,1,1,-1,-1,-1,-1,6,-1,-1,,-1,2,-1,4,-1,6,-1,,2,0,0,否,男,5G,否,85.07,是,24.0,0.0,220,0,步步高,V2048A,79.87,220,50.44,125,0.0,60873914,0,是,一星,否
544,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,25,10,2,否,男,4G,否,0.0,是,0.0,0.0066815144766147,449,3,华为,ELE-AL00,125.0,449,120.0,420,0.014690367051138,13266789,194894,否,银卡,否
545,1,1,-1,-1,-1,-1,-1,7,-1,,1,-1,3,4,-1,6,-1,,6,5,0,否,女,4G,否,0.0,是,0.0,0.0,155,0,华为,JNY-AL10,80.0,155,59.0,96,0.0,12436433,0,否,三星,否
546,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,1,23,1,否,女,4G,否,0.0,是,0.0,0.0,339,0,苹果,iPhone X A1865,122.0,339,112.1,423,0.0,4921442,0,否,三星,否
547,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,8,1,0,否,男,4G,否,42.36,是,10.0,0.0,144,0,苹果,iPhone 6 Plus A1593,18.0,144,13.8,41,0.0,7548867,0,否,二星,否
548,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,13,9,1,否,男,4G,否,0.0,是,0.0,0.0,214,0,华为,HWI-AL00,45.0,214,40.15,92,0.0,8016389,0,否,三星,否
549,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,14,3,否,男,4G,否,0.0,是,0.0,0.0,676,0,华为,DVC-AN20,104.65,676,98.0,73,0.0,21223760,0,否,三星,否
550,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,2,0,2,否,女,5G,否,0.0,是,0.0,0.0,269,0,华为,JEF-AN00,31.0,269,40.0,339,0.0,22428661,0,是,三星,否
551,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,0,14,否,男,5G,否,0.0,是,0.0,0.0,241,0,步步高,V2001A,90.0,241,90.0,156,0.0,6164560,0,是,三星,是
552,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,19,22,1,否,男,4G,否,0.0,是,0.0,0.0,275,0,欧珀,PBAM00,71.0,275,62.3,307,0.0,858630,0,否,三星,否
553,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,17,13,0,否,男,4G,否,0.0,是,0.0,0.0,150,0,华为,STK-AL00,58.1,150,58.0,161,0.0,9097697,0,否,三星,否
554,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,7,0,0,否,男,4G,否,0.0,是,0.0,0.0,528,0,苹果,A2108,21.0,528,21.0,250,0.0,19381833,0,否,一星,否
555,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,12,9,0,否,男,4G,否,10.27,是,17.0,0.0,149,0,小米科技,M2011K2C,45.0,149,45.0,27,0.0,32845561,0,否,三星,否
556,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,11,1,否,女,4G,否,0.0,是,0.0,0.0,467,0,华为,OCE-AL50,26.0,467,29.27,368,0.0,2434247,0,否,三星,否
557,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,118,17,0,否,男,4G,否,0.0,是,0.0,0.0,468,0,步步高,vivo X9,38.16,468,17.28,53,0.0,3446353,0,否,二星,否
558,1,1,-1,-1,4,-1,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,4,1,2,否,男,5G,否,92.28,是,3.0,0.0,3195,0,华为,NOH-AN00,40.0,3195,40.0,2769,0.0,23710561,0,是,三星,否
559,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,16,1,0,否,男,5G,否,0.0,是,0.0,0.0,143,0,万普拉斯,MT2110,34.0,143,34.1,126,0.0,20446041,0,是,三星,否
560,1,1,2,-1,-1,-1,-1,-1,98,五环很多地方没信号，经常断线,-1,2,3,4,-1,6,-1,,30,0,0,否,男,5G,否,0.0,是,0.0,0.0,248,0,华为,OCE-AN10,58.0,248,58.3,343,0.0,8442280,0,是,二星,否
561,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,2,75,9,否,男,4G,否,0.0,是,0.0,0.0,1236,0,华为,PCT-AL10,19.0,1236,18.0,1583,0.0,3335380,0,否,二星,否
562,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,0,1,否,女,5G,否,0.0,是,0.0,0.0,214,0,华为,EBG-AN10,130.0,214,130.0,238,0.0,5099770,0,是,银卡,否
563,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,9,19,1,否,男,4G,否,0.0,是,0.0,0.0,410,0,小米科技,M2001J1C,95.0,410,95.0,223,0.0,21455747,0,否,三星,是
564,1,1,2,-1,4,5,-1,7,-1,,1,-1,-1,4,-1,-1,-1,,8,9,19,否,男,5G,否,218.91,是,5.0,0.0,1701,0,苹果,A2404,353.0,1701,338.0,1490,0.0,115672025,0,是,白金卡,是
565,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,171,3,3,否,男,5G,否,0.0,是,0.0,0.0,343,0,欧珀,PECM30,168.0,343,145.0,338,0.0,13821265,0,是,金卡,否
566,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,-1,-1,,0,14,0,否,男,4G,否,0.0,是,0.0,0.0,390,0,小米科技,M2011K2C,18.1,390,18.0,142,0.0,118130,0,否,三星,否
567,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,16,22,0,否,女,4G,否,0.0,是,0.0,0.0,362,0,小米科技,M2007J17C,53.06,362,57.15,453,0.0,13513486,0,否,三星,否
568,1,-1,2,-1,-1,5,-1,-1,-1,,1,2,-1,4,5,6,-1,,43,22,1,否,女,5G,否,0.0,是,0.0,0.0,1064,0,苹果,A2634,109.2,1064,109.0,173,0.0,9556287,0,是,三星,否
569,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,18,17,8,否,男,5G,否,0.0,是,0.0,0.0,444,0,小米科技,M2102J2SC,107.0,444,107.0,296,0.0,3151146,0,是,银卡,否
570,1,1,2,3,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,8,8,0,否,男,4G,否,130.42,是,37.12,0.0,565,0,苹果,A2223,61.64,565,15.0,136,0.0,4954522,0,否,三星,否
571,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,4,-1,-1,-1,,8,0,1,否,男,5G,否,0.0,是,0.0,0.0,198,0,华为,NOH-AN00,56.0,198,56.0,99,3.58876866513861e-05,20118321,722,是,三星,是
572,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,37,29,0,否,男,5G,否,0.0,是,0.0,0.0,288,0,华为,ELS-AN00,92.82,288,78.0,64,0.000153141831653262,20791184,3184,是,钻石卡,是
573,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,98,信号不强。,5,7,0,否,男,5G,否,0.0,是,0.0,0.0,354,0,欧珀,PEGM00,99.27,354,73.0,179,0.0,4688363,0,是,三星,否
574,1,-1,2,-1,-1,5,-1,7,-1,,-1,-1,3,4,-1,6,-1,,69,7,11,否,男,5G,否,0.0,是,0.0,0.0,1610,0,小米科技,2106118C,298.0,1610,288.0,874,0.0,28904867,0,是,白金卡,否
575,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,否,男,4G,否,10.79,是,13.0,0.0,135,0,小米科技,M1804C3CE,54.94,135,26.0,0,0.0,63410,0,否,二星,否
576,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,21,3,1,否,男,4G,否,0.0,是,0.0,0.0,146,0,小米科技,M2001J1C,19.0,146,19.0,81,0.0,899002,0,否,三星,否
577,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,52,2,否,男,4G,否,0.0,是,0.0,0.0,414,0,苹果,A2412,62.2,414,62.0,334,0.0,11092606,0,否,三星,是
578,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,7,1,0,否,女,4G,否,167.97,是,30.0,0.0,124,0,苹果,iPhone 7Plus A1661,72.9,124,38.0,92,0.0,46349558,0,否,三星,否
579,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,110,0,3,否,男,5G,否,0.0,是,0.0,0.0,602,0,华为,NOH-AN00,138.0,602,141.45,530,0.0,20194867,0,是,银卡,否
580,1,1,-1,-1,4,-1,6,-1,-1,,1,2,-1,-1,-1,-1,-1,,0,12,1,否,男,4G,否,0.0,是,0.0,0.0,225,0,华为,HLK-AL00,41.4,225,38.29,177,0.0,26086162,0,否,三星,否
581,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,否,女,5G,否,0.0,是,0.0,0.0,487,0,华为,NOP-AN00,53.0,487,53.0,248,0.0,10162022,0,是,三星,否
582,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,30,18,0,否,男,4G,否,0.0,是,0.0,0.0,506,0,华为,TAS-AL00,60.0,506,60.0,248,0.0,15831658,0,否,三星,是
583,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,3,0,否,男,4G,否,0.0,是,0.0,0.0,379,0,步步高,vivo X21,85.0,379,80.0,204,0.0,72972310,0,否,三星,否
584,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,5,10,1,否,男,4G,否,0.0,是,0.0,0.0,205,0,苹果,A2412,15.3,205,15.25,181,0.0,52654,0,否,三星,否
585,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,0,2,否,女,5G,否,0.0,是,0.0,0.0,212,0,华为,NOH-AN01,29.1,212,17.08,183,0.0,19231838,0,是,三星,否
586,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,75,51,5,否,男,4G,否,0.0,是,0.0,0.0,1268,0,华为,BRQ-AL00,120.0,1268,120.0,732,0.0,46088380,0,否,银卡,是
587,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,12,16,1,否,男,4G,否,0.0,是,0.0,0.0,266,0,苹果,iPhone 8 A1863,50.0,266,50.0,78,0.0,14308510,0,否,三星,否
588,1,-1,2,-1,-1,-1,-1,-1,-1,,1,2,-1,-1,-1,-1,-1,,1,20,0,否,男,5G,否,0.0,是,0.0,0.0,451,0,华为,NOH-AN00,78.0,451,19.0,270,0.0,4492114,0,是,三星,否
589,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,6,-1,,9,11,1,否,女,4G,否,0.0,是,0.0,0.0,141,0,华为,YAL-AL00,39.0,141,38.7,70,3.68617118136626e-07,5425684,2,否,三星,否
590,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,26,4,0,否,女,4G,否,0.0,是,0.0,0.0,156,0,华为,STK-AL00,75.0,156,75.0,119,0.0,25703627,0,否,三星,否
591,1,1,2,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,6,-1,,4,22,1,否,男,4G,否,0.0,是,0.0,0.0,220,0,华为,JKM-AL00,58.1,220,58.0,167,0.0,4277767,0,否,三星,否
592,1,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,2,9,1,否,男,4G,否,0.0,是,0.0,0.0,583,0,华为,HMA-AL00,122.0,583,125.4,485,0.0,1146092,0,否,银卡,否
593,1,-1,2,-1,-1,5,6,7,-1,,-1,2,3,4,-1,6,-1,,3,0,3,否,男,5G,否,0.0,是,0.0,0.0,267,0,欧珀,PEEM00,104.0,267,104.0,50,0.0,23018490,0,是,三星,是
594,1,1,2,3,4,-1,6,7,-1,,1,2,-1,4,-1,6,-1,,0,1,0,否,男,4G,否,0.0,是,0.0,0.0,190,0,苹果,A2223,68.0,190,68.0,104,0.0,661837,0,否,三星,否
595,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,37,4,1,否,男,4G,否,0.0,是,0.0,0.0,185,0,苹果,A2100,58.95,185,64.27,65,0.0,5004837,0,否,三星,否
596,1,1,-1,-1,-1,-1,6,7,-1,,-1,-1,3,4,-1,6,-1,,9,0,1,否,男,5G,否,0.0,是,0.0,0.0,1457,0,华为,TAS-AN00,148.0,1457,148.0,784,0.0,1923188,0,是,银卡,否
597,1,1,2,3,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,-1,-1,,26,22,10,否,男,4G,否,0.0,是,0.0,0.0,387,0,华为,ELE-AL00,21.0,387,21.0,469,0.0,18915084,0,否,一星,否
598,1,1,-1,-1,-1,-1,-1,-1,98,个别商场，写字楼,-1,-1,-1,4,-1,6,-1,,1,1,0,否,男,4G,是,0.0,是,0.0,0.0,174,0,三星,SM-N9600,17.25,174,9.74,78,0.0,2735037,0,否,二星,否
599,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,9,43,8,否,女,4G,否,0.0,是,0.0,0.0,1498,0,华为,COR-AL10,128.0,1498,128.0,1097,0.0,48750790,0,否,金卡,否
600,1,1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,4,-1,6,-1,,6,10,1,否,女,4G,否,0.0,是,0.0,0.0,140,0,欧珀,PBBM30,10.0,140,10.0,316,0.0,797704,0,否,三星,否
601,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,33,19,0,否,男,4G,否,0.0,是,0.0,0.0,970,0,步步高,vivo X21i A,173.0,970,173.0,773,0.0,10934209,0,否,白金卡,否
602,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,2,21,2,否,男,4G,否,0.0,是,0.0,0.0,212,0,苹果,iPhone X A1865,24.6,212,28.6,196,0.0,3500026,0,否,三星,否
603,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,0,0,0,否,男,2G,否,0.0,否,0.0,0.0,198,0,华为,HMA-AL00,8.0,198,8.0,88,0.0,762,0,否,三星,否
604,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,4,87,8,否,男,4G,否,0.0,是,0.0,0.0,2232,0,苹果,A2404,115.85,2232,66.0,712,0.0,10014517,0,否,三星,是
605,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,36,41,3,否,男,4G,否,0.0,是,0.0,0.0,1403,0,华为,LYA-AL00,213.1,1403,212.0,860,0.0,52675239,0,否,银卡,是
606,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,6,-1,,7,21,1,否,男,5G,否,0.0,是,0.0,0.0,956,0,华为,ELS-AN00,145.0,956,145.0,272,0.0,28883121,0,是,银卡,否
607,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,33,30,4,否,男,5G,否,0.0,是,0.0,0.0,947,0,欧珀,PDYM20,155.0,947,139.0,594,0.0,42735086,0,是,银卡,否
608,1,-1,2,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,38,6,5,否,男,5G,否,0.0,是,0.0,0.0,849,0,万普拉斯,PGKM10,393.59,849,64.82,186,0.0,5737512,0,是,三星,否
609,1,1,-1,-1,-1,-1,-1,7,-1,,1,2,3,4,-1,6,-1,,19,17,1,否,男,4G,否,0.0,是,0.0,0.0,462,0,小米科技,M2102K1C,27.0,462,27.0,227,0.0,5841653,0,否,三星,否
610,1,-1,-1,-1,-1,5,-1,7,-1,,1,-1,-1,-1,-1,-1,-1,,1,16,0,否,男,4G,否,0.0,是,0.0,0.0,443,0,苹果,A2104,97.1,443,97.1,131,0.0,4242426,0,否,三星,是
611,1,-1,-1,-1,-1,5,-1,7,-1,,1,-1,-1,4,-1,6,-1,,1,6,0,否,女,4G,否,139.45,是,30.0,0.0,337,0,苹果,A2104,125.0,337,114.85,238,0.0,25398138,0,否,三星,否
612,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,8,3,0,否,男,4G,否,0.0,是,0.0,0.0,462,0,华为,MAR-AL00,39.2,462,45.0,264,0.0,849177,0,否,二星,否
613,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,22,3,否,男,4G,否,0.0,是,0.0,0.0,2498,0,华为,TAS-AN00,42.0,2498,45.0,515,0.0,34092839,0,否,三星,是
614,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,否,男,5G,否,0.0,是,0.0,0.0,445,0,华为,NOH-AN00,266.1,445,205.9,382,0.0,13923799,0,是,金卡,否
615,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,58,2,9,否,女,4G,否,0.0,是,0.0,0.0,116,0,华为,STK-AL00,36.0,116,41.1,266,0.0,15112612,0,否,二星,否
616,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,32,16,2,否,男,4G,否,0.0,是,0.0,0.0,349,0,realme,RMX1931,120.0,349,120.5,186,0.0,4518798,0,否,银卡,是
617,1,-1,-1,-1,4,-1,-1,7,-1,,1,-1,-1,4,-1,6,-1,,0,16,0,否,男,4G,否,0.0,是,0.0,0.0,224,0,华为,VOG-AL10,0.0,224,1.0,116,0.0,1042649,0,否,三星,否
